Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
11,11,6,47918.34,48024.12,47935.97,43.185,59871.48,59871.48,59871.48,0,29,366,456,414.5,38.428,105.78,0,105.78,88.15,43.185,NA,NA,NA,NA,0,105.78,21.156,47.306,0,17.63,3.526,7.884,0,180,36,80.498,-180,0,-45,90
12,12,6,51091.74,51197.52,51109.37,43.185,60717.72,60929.28,60894.02,86.369,29,203,472,292.833,106.291,236.531,0,236.531,39.422,96.563,NA,NA,NA,NA,0,236.531,47.306,105.78,0,47.306,9.461,21.156,-63.435,0,-12.687,28.369,-63.435,0,-15.859,31.717
13,13,6,62198.64,62727.54,62445.46,208.004,62304.42,62515.98,62392.57,79.628,29,396,482,446.333,32.629,888.377,0,539.374,304.338,208.009,NA,NA,NA,NA,0,334.506,177.675,128.399,0,55.751,29.613,21.4,-161.565,153.435,-1.626,128.289,108.435,180,141.641,34.64
14,14,6,36070.98,36070.98,36070.98,0,73834.44,73834.44,73834.44,0,29,397,497,460.667,35.635,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,6,58073.22,58390.56,58179,133.802,97529.16,97634.94,97617.31,43.185,29,187,300,246.333,45.885,553.871,0,317.34,218.863,127.942,NA,NA,NA,NA,0,236.531,110.774,112.405,0,47.306,20.039,21.119,-26.565,180,66.687,104.007,-180,0,-51.641,86.484
16,16,6,8250.84,8462.4,8286.1,86.369,94461.54,94567.32,94549.69,43.185,29,275,492,397.667,89.569,342.311,0,236.531,180.462,88.97,NA,NA,NA,NA,0,236.531,68.462,104.524,0,39.422,11.41,17.421,-153.435,90,-12.687,87.803,-116.565,0,-51.641,60.608
17,17,6,112444.14,112655.7,112532.29,79.628,22848.48,23060.04,22936.63,79.628,29,240,413,304,77.622,616.531,0,236.531,160.828,96.141,NA,NA,NA,NA,0,211.56,123.306,78.553,0,35.26,20.551,13.092,-135,135,0,114.728,135,180,146.25,22.5
18,18,6,98163.84,98586.96,98269.62,163.874,30570.42,30887.76,30799.61,123.662,29,186,215,194.167,11.444,939.998,0,528.9,393.507,200.52,NA,NA,NA,NA,105.78,473.063,188,160.48,17.63,78.844,32.038,26.338,-45,180,93.687,87.007,-135,135,6.641,127.014
19,19,6,122281.68,122387.46,122316.94,54.625,37023,37128.78,37075.89,57.938,29,178,375,220,76.378,660.347,0,149.596,92.428,73.578,NA,NA,NA,NA,105.78,149.596,132.069,23.999,17.63,29.919,23.009,5.315,-135,90,-45,105.534,-180,135,-90,151.493
20,20,6,126830.22,127041.78,126883.11,88.502,36388.32,36494.1,36405.95,43.185,29,204,388,283.5,60.586,528.9,0,149.596,95.453,49.939,NA,NA,NA,NA,0,211.56,105.78,74.798,0,35.26,18.335,12.566,-90,180,36,102.616,-180,180,-22.5,185.54
